game_id,player_id,team_id,completions,pass_attempts,passing_yards,passing_td,interception,times_sacked,sack_yards,longest_pass,qbr,rush_attempts,rushing_yards,rushing_td,longest_run,receptions,receiving_yards,receiving_td,longest_reception,fumble,fumbles_lost
2014,359,9,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0
2014,259,9,0,0,0,0,0,0,0,0,,2,45,0,30,1,5,0,5,0,0
2014,117,9,0,0,0,0,0,0,0,0,,15,39,1,18,0,0,0,0,0,0
2014,76,9,0,0,0,0,0,0,0,0,,9,25,0,6,0,0,0,0,0,0
2014,269,9,0,0,0,0,0,0,0,0,,0,0,0,0,5,66,1,37,0,0
2014,85,9,0,0,0,0,0,0,0,0,,0,0,0,0,4,65,1,24,0,0
2014,380,9,0,0,0,0,0,0,0,0,,0,0,0,0,1,19,0,19,0,0
2014,55,9,0,0,0,0,0,0,0,0,,0,0,0,0,3,17,0,9,0,0
2014,327,9,0,0,0,0,0,0,0,0,,0,0,0,0,2,17,0,12,0,0
2014,91,9,0,0,0,0,0,0,0,0,,0,0,0,0,1,10,0,10,0,0
2014,396,9,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,0,7,0,0
2013,490,16,22,33,287,3,0,2,13,56,124.2,0,0,0,0,0,0,0,0,0,0
2013,31,16,0,0,0,0,0,0,0,0,,20,59,0,12,4,19,0,7,1,1
2013,386,16,0,0,0,0,0,0,0,0,,12,33,0,8,0,0,0,0,0,0
2013,330,16,0,0,0,0,0,0,0,0,,1,8,0,8,0,0,0,0,0,0
2013,23,16,0,0,0,0,0,0,0,0,,1,1,0,1,3,10,0,8,0,0
2013,13,16,0,0,0,0,0,0,0,0,,0,0,0,0,6,104,1,30,0,0
2013,325,16,0,0,0,0,0,0,0,0,,0,0,0,0,1,56,1,56,1,0
2013,194,16,0,0,0,0,0,0,0,0,,0,0,0,0,2,37,0,23,0,0
2013,83,16,0,0,0,0,0,0,0,0,,0,0,0,0,2,35,0,20,0,0
2013,239,16,0,0,0,0,0,0,0,0,,0,0,0,0,4,26,1,9,0,0
2013,195,16,0,0,0,0,0,0,0,0,,1,-8,0,-8,0,0,0,0,0,0
2013,345,18,16,28,302,1,1,3,16,32,91.7,7,62,1,15,0,0,0,0,0,0
2013,309,18,0,0,0,0,0,0,0,0,,19,110,1,33,0,0,0,0,0,0
2013,224,18,0,0,0,0,0,0,0,0,,3,10,0,9,0,0,0,0,1,1
2013,271,18,0,0,0,0,0,0,0,0,,0,0,0,0,5,109,1,31,0,0
2013,109,18,0,0,0,0,0,0,0,0,,0,0,0,0,6,104,0,29,0,0
2013,289,18,0,0,0,0,0,0,0,0,,0,0,0,0,3,48,0,28,0,0
2013,366,18,0,0,0,0,0,0,0,0,,0,0,0,0,2,41,0,32,0,0
2013,437,18,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2012,79,6,27,41,276,2,1,2,10,21,91.1,0,0,0,0,0,0,0,0,0,
2012,150,6,0,0,0,0,0,,,0,,10,44,0,17,2,15,0,8,0,
2012,103,6,0,0,0,0,0,,,0,,2,21,0,11,7,60,0,19,0,
2012,408,6,0,0,0,0,0,,,0,,7,18,0,6,4,42,1,19,0,
2012,177,6,0,0,0,0,0,,,0,,0,0,0,0,8,67,1,12,0,
2012,186,6,0,0,0,0,0,,,0,,0,0,0,0,3,45,0,19,0,
2012,215,6,0,0,0,0,0,,,0,,0,0,0,0,2,26,0,20,0,
2012,382,6,0,0,0,0,0,,,0,,0,0,0,0,1,21,0,21,0,
2012,166,24,30,40,296,1,0,3,14,38,103.7,1,-1,0,-1,0,0,0,0,0,
2012,208,24,0,0,0,0,0,,,0,,17,72,1,24,2,19,0,11,1,0
2012,47,24,0,0,0,0,0,,,0,,9,37,0,11,0,0,0,0,0,
2012,174,24,0,0,0,0,0,,,0,,1,6,0,6,1,8,0,8,0,
2012,77,24,0,0,0,0,0,,,0,,0,0,0,0,10,109,0,19,1,0
2012,452,24,0,0,0,0,0,,,0,,0,0,0,0,5,73,0,38,0,
2012,434,24,0,0,0,0,0,,,0,,0,0,0,0,4,33,0,12,0,
2012,217,24,0,0,0,0,0,,,0,,0,0,0,0,4,25,1,8,0,
2012,198,24,0,0,0,0,0,,,0,,0,0,0,0,2,19,0,13,0,
2012,288,24,0,0,0,0,0,,,0,,0,0,0,0,2,10,0,9,0,
2011,99,21,24,39,304,3,0,3,16,38,111.5,2,-2,0,-1,0,0,0,0,0,
2011,371,21,0,0,0,0,0,,,0,,11,52,0,14,0,0,0,0,0,
2011,317,21,0,0,0,0,0,,,0,,0,0,0,0,9,140,1,38,0,
2011,8,21,0,0,0,0,0,,,0,,0,0,0,0,4,64,2,31,0,
2011,165,21,0,0,0,0,0,,,0,,0,0,0,0,5,50,0,21,0,
2011,328,21,0,0,0,0,0,,,0,,0,0,0,0,2,28,0,24,0,
2011,474,21,0,0,0,0,0,,,0,,0,0,0,0,1,14,0,14,0,
2011,201,21,0,0,0,0,0,,,0,,0,0,0,0,1,5,0,5,0,
2011,470,21,0,0,0,0,0,,,0,,0,0,0,0,1,2,0,2,0,
2011,393,21,0,0,0,0,0,,,0,,0,0,0,0,1,1,0,1,0,
2011,241,21,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,
2011,246,17,25,40,263,2,2,1,2,37,77.4,4,31,0,18,0,0,0,0,0,
2011,172,17,0,0,0,0,0,,,0,,14,63,1,17,1,7,0,7,1,1
2011,107,17,0,0,0,0,0,,,0,,2,19,0,16,0,0,0,0,0,
2011,293,17,0,0,0,0,0,,,0,,3,13,0,7,0,0,0,0,0,
2011,226,17,0,0,0,0,0,,0,0,,0,0,0,0,9,89,1,25,0,
2011,356,17,0,0,0,0,0,,0,0,,0,0,0,0,7,78,1,17,0,
2011,278,17,0,0,0,0,0,,,0,,0,0,0,0,2,50,0,37,0,
2011,131,17,0,0,0,0,0,,,0,,0,0,0,0,2,17,0,13,0,
2011,460,17,0,0,0,0,0,,,0,,0,0,0,0,2,12,0,15,0,
2011,423,17,0,0,0,0,0,,,0,,0,0,0,0,1,9,0,9,0,
2011,447,17,0,0,0,0,0,,,0,,0,0,0,0,1,1,0,1,0,
2010,199,1,31,45,333,1,1,0,0,40,88.5,0,0,0,0,0,0,0,0,0,
2010,4,1,0,0,0,0,0,,,0,,13,77,1,26,7,58,0,17,0,
2010,450,1,0,0,0,0,0,,,0,,4,18,0,5,1,11,0,11,0,
2010,176,1,0,0,0,0,0,,,0,,2,4,0,4,0,0,0,0,0,
2010,214,1,0,0,0,0,0,,,0,,0,0,0,0,7,86,0,27,0,
2010,230,1,0,0,0,0,0,,,0,,0,0,0,0,6,66,0,40,0,
2010,191,1,0,0,0,0,0,,,0,,0,0,0,0,5,66,1,19,0,
2010,49,1,0,0,0,0,0,,0,0,,0,0,0,0,5,46,0,14,0,
2010,483,12,32,39,288,2,0,1,7,27,114.5,1,-1,0,-1,0,0,0,0,0,
2010,140,12,0,0,0,0,0,,,0,,9,30,0,7,6,55,1,16,0,
2010,489,12,0,0,0,0,0,,,0,,5,25,0,12,4,38,0,16,0,
2010,65,12,0,0,0,0,0,,,0,,2,4,0,4,0,0,0,0,0,
2010,19,12,0,0,0,0,0,,,0,,0,0,0,0,7,83,0,27,0,0
